row_id,instruction,intent,category,flags,dup_group
16940,"I need to unsubscribe from the newsletter, how can I do it?",newsletter_subscription,SUBSCRIPTION,BCIL,8645
21134,assistance to report an error with a registration,registration_problems,ACCOUNT,BL,11389
22257,can ya help me to send some feedback about a service,review,FEEDBACK,BILQ,12161
3228,I can't find anything about the cancellation charge,check_cancellation_fee,CANCEL,BL,1581
20531,how can i get information about my pass reset,recover_password,ACCOUNT,BILQ,10946
15409,i call to downbload my invoices from {{Person Name}},get_invoice,INVOICE,BLMQZ,7826
8946,"you aren't helpful at all, talk to an operator",contact_human_agent,CONTACT,BCL,4355
20605,need assistance resetting the access key of my user account,recover_password,ACCOUNT,BLQ,10781
18882,"I have to report an issue with online payments, help me",payment_issue,PAYMENT,BCLM,9578
10552,new gold acount for wife,create_account,ACCOUNT,BKLZ,5300
17240,can i see thed status of my subscription to ur newsletter,newsletter_subscription,SUBSCRIPTION,BILQZ,8763
16824,i paid $1499for this article help obtaining a refund,get_refund,REFUND,BCLMQZ,8582
19616,I don't know what to do to earn some of your item,place_order,ORDER,BLM,10205
21587,i have to inform of registration errors,registration_problems,ACCOUNT,BLMQ,11672
17531,"I have to cancel my newsletter subscription, how do I do it?",newsletter_subscription,SUBSCRIPTION,BCIL,8860
8108,"I have to contact customer assistance, how can I do it?",contact_customer_service,CONTACT,BCIL,3998
9890,assistance speaking with somebody,contact_human_agent,CONTACT,BL,4370
13420,can ya help me seeing how soon can i expect my parcel,delivery_period,DELIVERY,BILQ,6418
4090,need to look for invoice #37777,check_invoice,INVOICE,BLQ,2042
10204,"I want a platinum account for my son, I want to create it",create_account,ACCOUNT,BCL,5131
8691,need assistance to speak to customer servkce,contact_customer_service,CONTACT,BLQZ,4243
23238,i do not know how to enter a delivery address,set_up_shipping_address,SHIPPING,BELQ,12826
12349,help me to see what delivery options i have,delivery_options,DELIVERY,BLMQ,6239
24579,what do I have to do to change to the gold account?,switch_account,ACCOUNT,BIL,13435
21095,need assistance to notify of errors with a registration,registration_problems,ACCOUNT,BLMQ,11360
17095,is it possible to unsubscribe to your corporate newsletter?,newsletter_subscription,SUBSCRIPTION,BIL,8707
20607,I need to retrieve my user accountPIN,recover_password,ACCOUNT,BLZ,11006
26756,where could I check the rebate status?,track_refund,REFUND,BILP,14105
14005,update info on standard account,edit_account,ACCOUNT,BKLQ,7038
20259,"I cannot remember my user key, I want to reset it",recover_password,ACCOUNT,BCEL,10734
2831,I don't know what I need to do to modify my delivery address,change_shipping_address,SHIPPING,BL,1111
17931,can you help me report troubles with payment?,payment_issue,PAYMENT,BILM,8984
18917,need help shopping a few of ur item,place_order,ORDER,BLMQ,9607
10416,help to ccreate a goddamn {{Account Type}} account,create_account,ACCOUNT,BWZ,5245
17942,where can I inform of issues with payments?,payment_issue,PAYMENT,BILM,8993
11628,can you help me to remove my standard account?,delete_account,ACCOUNT,BIL,5858
18137,I want help notifying of troubles with payments,payment_issue,PAYMENT,BLM,9146
21606,where do i notify of issuse with signup,registration_problems,ACCOUNT,BILMQZ,11684
1584,can I remove some products from purchase {{Order Number}}?,change_order,ORDER,BILM,543
17683,I do not know how I can sign up to the goddamn newsletter,newsletter_subscription,SUBSCRIPTION,BELW,8896
18088,how to repirt problems with online payments,payment_issue,PAYMENT,BILMQZ,9112
26071,how do I check if there are any updates on my refund?,track_refund,REFUND,BIM,13894
10632,assistance to create another fucking freemium account,create_account,ACCOUNT,BLW,5334
2065,I have an error editing the delivery address,change_shipping_address,SHIPPING,BL,787
19218,I don't know what I have to do to buy some products,place_order,ORDER,BLM,9887
14078,change information on platinum account,edit_account,ACCOUNT,BKL,7098
22937,ca ya help me set another fucking shipping address up,set_up_shipping_address,SHIPPING,BIQWZ,12639
18951,where do I earn an article?,place_order,ORDER,BIL,9640
24076,I'd like to change to the standard acconut,switch_account,ACCOUNT,BLPQZ,13243
9625,i want assistance to speak to an agentt,contact_human_agent,CONTACT,BLQZ,4777
14843,i have to update the data on my user how do i do it,edit_account,ACCOUNT,BCILQ,7575
11121,I have problems with the removal of my premium account,delete_account,ACCOUNT,BLM,5613
8739,cfan you help me speak to customer service?,contact_customer_service,CONTACT,BILZ,4261
3358,I cannot find the early exit charge,check_cancellation_fee,CANCEL,BEL,1656
4061,where do i see my bill #00108,check_invoice,INVOICE,BILQ,2022
5138,i have to se ur available payment methods could ya help me,check_payment_methods,PAYMENT,BCILPQZ,2601
11632,cancel freemium acount,delete_account,ACCOUNT,BKLZ,5860
12311,where could I get information about the delivery methods?,delivery_options,DELIVERY,BILP,6222
23434,errors submitting my fucking secondary delivery address,set_up_shipping_address,SHIPPING,BLMW,12918
9105,"I can't understand you, I need to speak with a live agent",contact_human_agent,CONTACT,BCL,4477
22853,"I want to write a review about your company, how do I do it?",review,FEEDBACK,BCIL,12574
11490,i do not know what i need to do to delete a {{Account Category}} acclunt,delete_account,ACCOUNT,BELQZ,5805
15980,help me ask for a compensation,get_refund,REFUND,BL,8060
8978,I don't know what to do to seak to a person,contact_human_agent,CONTACT,BLZ,4382
20983,"I cannot create an account, I want to report a sign-up issue",registration_problems,ACCOUNT,BCELN,11282
25718,where could i check order {{Order Number}} fucking curent status,track_order,ORDER,BILPQWZ,13752
16136,I need help to request refunds,get_refund,REFUND,BLM,8183
13863,I don't know how to see how soon ca I expect my article,delivery_period,DELIVERY,BLZ,6922
23369,want assistgance to submit the secondary shipping address,set_up_shipping_address,SHIPPING,BLQZ,12886
11161,"I no longer make use of my {{Account Category}} account, help me close it",delete_account,ACCOUNT,BCEL,5633
14167,changing info on freeaccount,edit_account,ACCOUNT,BKLQZ,7168
14513,changing detais on {{Account Type}} account,edit_account,ACCOUNT,BKLMZ,7390
15115,"I have lost bill #37777, could you send it to me?",get_invoice,INVOICE,BCILP,7728
19166,i dont know how to order several of ur article,place_order,ORDER,BLMQ,9842
12888,I have problems with the options for shipment,delivery_options,DELIVERY,BLM,6413
19372,i dont know what i need to do to buy some products,place_order,ORDER,BLMQ,10023
1443,could you help me to delete something?,change_order,ORDER,BILP,486
10230,"I am not registered, how to open a pro account with you?",create_account,ACCOUNT,BCEIL,5150
20830,"I forgot my account password, how t reset it?",recover_password,ACCOUNT,BCILZ,11162
6142,i have to see in which cases can i ask for erimbursements,check_refund_policy,REFUND,BLQZ,3083
1474,can you help me changing a product of a purchase?,change_order,ORDER,BIL,496
25007,I awnt assistance to locate order {{Order Number}},track_order,ORDER,BLZ,13564
15017,I'm trying to download invoice #85632,get_invoice,INVOICE,BLQ,7689
18936,can uhelp me to shop some items,place_order,ORDER,BILMQ,9626
4643,i dont know what i have to do to look fopr my bill #00108,check_invoice,INVOICE,BLQZ,2338
15195,where do I get invoice #00108?,get_invoice,INVOICE,BI,7754
13097,want help seeing how soon can I expetc my article,delivery_period,DELIVERY,BLQZ,6573
13207,help checking how long it takes for the shipment to arrive,delivery_period,DELIVERY,BL,6634
6313,help to see in which cases can i ask for my money back,check_refund_policy,REFUND,BLQ,3040
14433,correcting info on {{Account Category}} aqccount,edit_account,ACCOUNT,BKLQZ,7344
16770,could you help me demanding restitutions of my money?,get_refund,REFUND,BILMP,8547
17657,is it possible to cancel the newsletter subscription,newsletter_subscription,SUBSCRIPTION,BILQ,8653
4655,hepp seeing the bill from {{Person Name}},check_invoice,INVOICE,BLZ,2341
4514,where can i take a quick look at the invoice #00108,check_invoice,INVOICE,BIQ,2274
8539,uhave a free number to talk to customer support,contact_customer_service,CONTACT,BILQ,4181
1617,help with adding a goddamn item to ordr {{Order Number}},change_order,ORDER,BWZ,555
16774,howcan i receive a reimbursement,get_refund,REFUND,BILQZ,8549
12080,show me what shipping methods I have,delivery_options,DELIVERY,BLM,6111
21337,where to inform of a fucking sign-up problem?,registration_problems,ACCOUNT,BILW,11527
18494,i do not know how to report a trouble with online payments,payment_issue,PAYMENT,BELMQ,9365
11377,i want information about the removal of a standard account,delete_account,ACCOUNT,BLQ,5752
10387,can uhelp me creating a {{Account Type}} account for my dad,create_account,ACCOUNT,BILQ,5062
7883,what do I have to do to make a customer complaint?,complaint,FEEDBACK,BIL,3849
1604,i need help to swap something of purchase {{Order Number}},change_order,ORDER,BLQ,551
7221,i dont know what to do to fgile a consumer claim,complaint,FEEDBACK,BLQZ,3541
16853,need assistance demanding my money back,get_refund,REFUND,BLQ,8558
5436,I would like to list the payment modalities,check_payment_methods,PAYMENT,BLP,2740
11153,I don't know what I have to do to cancel a {{Account Type}} account,delete_account,ACCOUNT,BL,5473
16842,how do I request a compensation of money?,get_refund,REFUND,BIL,8593
22575,can I write a comment about your company?,review,FEEDBACK,BIL,12388
20741,need assistance to reset my user profile PIN code,recover_password,ACCOUNT,BLQ,11105
4965,is it possible to see ur payment modalities,check_payment_methods,PAYMENT,BILQ,2504
21666,i want assistance to report signup issues,registration_problems,ACCOUNT,BLMQ,11289
16007,is it possible to obtain a restitution of money,get_refund,REFUND,BILQ,8083
8051,I try to call goddamn customer service,contact_customer_service,CONTACT,BLW,3964
180,"I can't afford this product, cancel order {{Order Number}}",cancel_order,ORDER,BCLN,65
652,i dont know how to cncel purchase {{Order Number}},cancel_order,ORDER,BLQZ,153
5191,I want assistance to see the payment methods,check_payment_methods,PAYMENT,BL,2626
24211,i have to sue the {{Account Type}} profile how can i do it,switch_account,ACCOUNT,BCILQZ,13299
24746,help me usew the freemium account,switch_account,ACCOUNT,BZ,13483
12104,i dont know how i can see the options for shipping,delivery_options,DELIVERY,BLQ,6123
18829,what do I need to do to notify of a payment error?,payment_issue,PAYMENT,BIL,9550
19825,I need assistance shopping an article,place_order,ORDER,BL,10358
3986,assistance looking for my invoices from {{Person Name}},check_invoice,INVOICE,BLM,1967
4984,"I have to list the payment options, I need assistance",check_payment_methods,PAYMENT,BCL,2517
23733,wanna set my secondary delivery address up,set_up_shipping_address,SHIPPING,BLQ,12668
16284,I want help to ask for compensations,get_refund,REFUND,BLM,8278
18569,need assistance solving an issue with online paymenst,payment_issue,PAYMENT,BLMQZ,9405
19059,I want help shopping an article,place_order,ORDER,BL,9662
5851,can ushow me the accepted payment metyods,check_payment_methods,PAYMENT,BILQZ,2928
18771,I get an error when I try to check out,payment_issue,PAYMENT,BL,9522
14332,wanna edit the info on my account i need help,edit_account,ACCOUNT,BCQ,7276
7051,can uhelp me making a reclamation against ur business,complaint,FEEDBACK,BILQ,3430
16445,I want help to ask for my money back,get_refund,REFUND,BL,8368
4013,see bill #85632,check_invoice,INVOICE,BKL,1987
20752,i cannot retrieve the passqord of my profile,recover_password,ACCOUNT,BELNQZ,11114
9855,could you help me to talk to a person?,contact_human_agent,CONTACT,BILP,4903
25100,"I would like to locate order {{Order Number}}, I need help",track_order,ORDER,BCLP,13594
11633,deleting gold account,delete_account,ACCOUNT,BKL,5861
13946,modify {{Account Type}} account,edit_account,ACCOUNT,BKL,6985
7908,want helpmaking a consumer reclamation against ur company,complaint,FEEDBACK,BLQZ,3862
15688,I want assistance getting invoice #85632,get_invoice,INVOICE,B,7628
18336,what do I have to do to notify of a damn payment problem?,payment_issue,PAYMENT,BILW,9274
8490,uhave a free of charge number to talk with customer support,contact_customer_service,CONTACT,BILQ,4165
6396,see in which situations can I request to be reimbursed,check_refund_policy,REFUND,BL,3063
14615,editing data on gold account,edit_account,ACCOUNT,BL,7448
14616,"I want to modify my goddamn user profile, help me",edit_account,ACCOUNT,BCLW,7449
21492,I want help to notify of an issue with goddamn sign-up,registration_problems,ACCOUNT,BLMW,11618
12367,I have to see what shipping options I have,delivery_options,DELIVERY,BLM,6246
9321,how can i speak to anoperator,contact_human_agent,CONTACT,BILQZ,4619
7863,help me making a customer complaint,complaint,FEEDBACK,BL,3735
20041,I need help to reset my user PIN code,recover_password,ACCOUNT,BL,10540
11340,removing gold acconut,delete_account,ACCOUNT,BKLZ,5726
15529,I want assistance to download the invoice #00108,get_invoice,INVOICE,BL,7663
22335,product review,review,FEEDBACK,BK,12217
11273,i have problems with the removal of my {{Account Type}} account,delete_account,ACCOUNT,BLMQ,5543
2452,I want help changing the bloody delivery address,change_shipping_address,SHIPPING,BLW,1087
10282,help me create a new fucking {{Account Type}} account,create_account,ACCOUNT,BLW,5181
262,I don't know how I colud cancel order {{Order Number}},cancel_order,ORDER,BPZ,85
22312,I try to leave a review about your company,review,FEEDBACK,BL,12202
21073,"I can't open a profile, I want to report signup problems",registration_problems,ACCOUNT,BCLMN,11347
21986,where do ileave feedback about a product,review,FEEDBACK,BILQZ,11943
24582,what do I need to do to switch to the platinum account?,switch_account,ACCOUNT,BIZ,13437
14797,modify freemium account,edit_account,ACCOUNT,BKL,7506
22315,i call to write a review for ur services,review,FEEDBACK,BLQ,12204
10168,"I want to create another bloody {{Account Type}} account, I need help",create_account,ACCOUNT,BCLW,5112
10364,i want help to create a gold account for my fiance,create_account,ACCOUNT,BLQ,5224
11152,what do I have to do to cancel my platinum account?,delete_account,ACCOUNT,BIL,5628
11142,wanna remove a {{Account Type}} account can ya helpme,delete_account,ACCOUNT,BCILQZ,5623
8776,"I have to speak with customer assistance, how to do it?",contact_customer_service,CONTACT,BCIL,3949
1481,"I have to add an article to order {{Order Number}}, help me",change_order,ORDER,BCL,499
18747,need to report a troubled with payments,payment_issue,PAYMENT,BLMQZ,9507
20909,i dont know how i cqn report bloody sign-up issues,registration_problems,ACCOUNT,BLMQWZ,11216
20807,I'm trying to retrieve the access key of my account,recover_password,ACCOUNT,BLQ,11146
10609,can you help me creating a pro account?,create_account,ACCOUNT,BIL,5325
20434,I cannot reset the key of my account,recover_password,ACCOUNT,BELN,10878
3022,"I can't find the cancellation penalty, can you help me?",check_cancellation_fee,CANCEL,BCIL,1446
1100,problem with deleting something from purchase {{Order Number}},change_order,ORDER,BL,286
4722,can you help me to find the bill #37777?,check_invoice,INVOICE,BIL,2371
26288,i do not know what to do to track my compensation,track_refund,REFUND,BELQ,13973
9444,what do I need to do to chat with a human agent ?,contact_human_agent,CONTACT,BILZ,4680
14923,send me bill #37777,get_invoice,INVOICE,BL,7634
22727,is there an section to send my feedback for a product,review,FEEDBACK,BILQZ,12490
8192,help me to check at what tiem I can call customer assistance,contact_customer_service,CONTACT,BLZ,4043
16232,want hep receiving a refund of my money,get_refund,REFUND,BLQZ,8247
12392,where can i see what delivery methods i can choose,delivery_options,DELIVERY,BILMQ,6225
4710,I want assistance checking my invoice #37777,check_invoice,INVOICE,B,2364
4248,need to locate the bill #12588 can uhelp me,check_invoice,INVOICE,BCILQ,2137
25658,can uhelp me seethe ETA of order {{Order Number}},track_order,ORDER,BILQZ,13738
16508,can you help me to ask for a reimbursement of my money?,get_refund,REFUND,BIL,8405
26550,"I expect a bloody rebate of {{Currency Symbol}}{{Refund Amount}}, was it processed already",track_refund,REFUND,BCLW,14053
6362,can huelp me check ur refund policy,check_refund_policy,REFUND,BIQZ,3162
3460,I don't know what I have to do to see the cancellation fees,check_cancellation_fee,CANCEL,BLM,1713
21220,I cannot notify of issues with signup,registration_problems,ACCOUNT,BELMN,11451
3981,I do not know how to locate the bills from my last purchase,check_invoice,INVOICE,BELM,1963
20675,help retrieving the PIN of my account,recover_password,ACCOUNT,BL,11052
2605,I have an error updating my fucking shipping address,change_shipping_address,SHIPPING,BLW,1185
8623,I'm trying to see what hours i can call customer service,contact_customer_service,CONTACT,BLQ,4218
13104,i have to check how soon can i expect tne article,delivery_period,DELIVERY,BLQZ,6578
13873,I don't know how to check when will my purchase arrive,delivery_period,DELIVERY,BL,6929
21647,I am having an error with the registration,registration_problems,ACCOUNT,BEL,11709
9343,need assistance talking with an assistant,contact_human_agent,CONTACT,BLQ,4342
14032,editing information on platinum account,edit_account,ACCOUNT,BKL,7059
2716,could you tell me about correcting my shipping address?,change_shipping_address,SHIPPING,BILP,1256
20235,I want assistance to reset the PIN of my profile,recover_password,ACCOUNT,BLZ,10714
10800,new premium acount,create_account,ACCOUNT,BKLZ,5412
11221,i want information about the deletion of my {{Account Type}} accounnt,delete_account,ACCOUNT,BLQZ,5664
19936,I have to restore my profile PIN,recover_password,ACCOUNT,BL,10445
7153,I try to lodge a customer reclamation,complaint,FEEDBACK,BL,3431
4319,I need assistance to find my bill from {{Person Name}},check_invoice,INVOICE,BL,2178
23093,I can't enter my fucking delivery address,set_up_shipping_address,SHIPPING,BLW,12752
9814,could you help me talking with somebody?,contact_human_agent,CONTACT,BILP,4880
7484,I do not know what I need to do to file a customer complaint,complaint,FEEDBACK,BEL,3677
2702,my shipping address has changed how can i modify it,change_shipping_address,SHIPPING,BCILQ,953
4880,i dont knw what to do to see the bill from {{Person Name}},check_invoice,INVOICE,BLQZ,2446
10242,open freemium account for wife,create_account,ACCOUNT,BKL,5159
2675,"I submitted a wrong address, edit it",change_shipping_address,SHIPPING,BCL,1228
1011,change several articles of order {{Order Number}},change_order,ORDER,BLM,214
24455,changkng to pro account,switch_account,ACCOUNT,BKLZ,13391
1864,"I have to swap some items of order {{Order Number}}, help me",change_order,ORDER,BCLM,671
17934,could ya help me to report an isue with payment,payment_issue,PAYMENT,BIPQZ,8987
10668,can you help me open a platinum account for my dad?,create_account,ACCOUNT,BIL,5293
2169,I want assistance updating my delivery address,change_shipping_address,SHIPPING,BL,877
4799,i want assiswtance to find the bills from {{Person Name}},check_invoice,INVOICE,BLMQZ,2406
10586,information about opening a freemium account,create_account,ACCOUNT,BL,5271
20101,is it possible to restore my user PIN?,recover_password,ACCOUNT,BIL,10595
18859,can ya help me to solve atrouble with payments,payment_issue,PAYMENT,BILMQZ,9563
26689,can you show me the rebate current status?,track_refund,REFUND,BIL,14089
3700,can I see the termination penalty?,check_cancellation_fee,CANCEL,BIL,1626
2262,"I entered a wrong delivery address, can you correct it?",change_shipping_address,SHIPPING,BCIL,956
9917,opdn {{Account Category}} account,create_account,ACCOUNT,BKLZ,4929
4491,i dont know what i have to do to look for the bill #37777,check_invoice,INVOICE,BLQ,2262
15263,"I lost my bill #37777, will you mail it to me?",get_invoice,INVOICE,BCILP,7778
3411,where to see the termination charges,check_cancellation_fee,CANCEL,BILMQ,1684
9663,how do I speak with a fucking operator?,contact_human_agent,CONTACT,BILW,4797
11814,give me information about the deletion of my standardaccount,delete_account,ACCOUNT,BLZ,5946
11538,i dont know what to do to delete the goddamn standard acount,delete_account,ACCOUNT,BLQWZ,5820
9563,i need assistance talking with a perrson,contact_human_agent,CONTACT,BLQZ,4740
4369,what do I have to do to see my invoice #85632?,check_invoice,INVOICE,BIL,2207
23166,"my delivery address is not valid, what should I do?",set_up_shipping_address,SHIPPING,BCEIL,12793
19635,I do not know how I can shop several of your article,place_order,ORDER,BELM,10219
2150,"the fucking shipping address changed, could you update it?",change_shipping_address,SHIPPING,BCILPW,860
7433,can you help me file a customer claim?,complaint,FEEDBACK,BIL,3655
1587,can I swap an itm of purchase {{Order Number}}?,change_order,ORDER,BILZ,544
14150,i have got to correct the user data can i get some help,edit_account,ACCOUNT,BCILQ,7157
10476,"I don't have a premium account, how do I sign up?",create_account,ACCOUNT,BCILN,5268
24756,i need assistance using the platinum account,switch_account,ACCOUNT,BQ,13420
23606,shipping addtess trouble,set_up_shipping_address,SHIPPING,BKLZ,12993
14670,how to correct the data on my user account?,edit_account,ACCOUNT,BIL,7484
24468,i dont know how to change to the premium account,switch_account,ACCOUNT,BLQ,13397
23211,where do I set up the new delivery address?,set_up_shipping_address,SHIPPING,BIL,12814
12260,do ya deliver to {{Delivery Country}},delivery_options,DELIVERY,BIQS,6083
170,I cannot afford order {{Order Number}},cancel_order,ORDER,BELN,61
8093,"I have got to call customer support, how could I do it?",contact_customer_service,CONTACT,BCILP,3988
17920,where to notify of problems with online payment?,payment_issue,PAYMENT,BILM,8973
1579,I cannot remove an article from order {{Order Number}},change_order,ORDER,BELNZ,541
13020,I need to see how long it takes for the shipment to arrive,delivery_period,DELIVERY,BL,6420
23544,y i cannot set up the secondary shipping address valid,set_up_shipping_address,SHIPPING,BELQ,12957
