row_id,instruction,intent,category,flags,dup_group,split,is_representative,is_exact_duplicate
144,problems with cancelling purchase {{Order Number}},cancel_order,ORDER,BLM,8,train,False,False
145,is it possible to cancel purchase {{Order Number}},cancel_order,ORDER,BILQ,49,train,False,False
146,I need assistance cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,True
147,i do not know how to cancel order {{Order Number}},cancel_order,ORDER,BEQ,5,train,False,True
148,I no longer want purchase {{Order Number}},cancel_order,ORDER,BLN,47,val,False,False
149,can you help me cancelling purchase {{Order Number}}?,cancel_order,ORDER,BIL,52,train,True,False
150,assistance cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,True
151,I need help cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,False
152,I don't want purchase {{Order Number}},cancel_order,ORDER,BLN,53,train,True,False
153,"I bought some items, I need help to cancel purchase {{Order Number}}",cancel_order,ORDER,BCLM,54,val,False,False
154,could you help me cancel purchase {{Order Number}}?,cancel_order,ORDER,BILP,3,val,False,True
155,cancel purchase {{Order Number}},cancel_order,ORDER,BKL,3,val,False,True
156,problem with cancelling purchase {{Order Number}},cancel_order,ORDER,BL,8,train,False,False
157,cancel purchase {{Order Number}},cancel_order,ORDER,BKL,3,val,False,True
158,where do i cancel purchase {{Order Number}},cancel_order,ORDER,BILQ,3,val,False,False
159,need help with cancelliing order {{Order Number}},cancel_order,ORDER,BQZ,55,val,True,False
160,I have problems with canceling purchase {{Order Number}},cancel_order,ORDER,BLM,9,train,True,False
161,is it possible to cancel order {{Order Number}}?,cancel_order,ORDER,BI,56,train,False,False
162,i havegot to cancel purchase {{Order Number}},cancel_order,ORDER,BLQZ,57,train,True,False
163,"I cannot pay for this product, cancel order {{Order Number}}",cancel_order,ORDER,BCELN,58,train,True,False
164,I don't know how I can cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
165,help cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,False
166,would you give me information about cancelling orders?,cancel_order,ORDER,BIMP,59,train,True,False
167,I need assistance with canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
168,canceling purchase {{Order Number}},cancel_order,ORDER,BKL,3,val,False,False
169,"I can't afford my last item, cancel purchase {{Order Number}}",cancel_order,ORDER,BCLN,60,train,True,False
170,I cannot afford order {{Order Number}},cancel_order,ORDER,BELN,61,train,True,False
171,have problems with canceling purchase {{Order Number}},cancel_order,ORDER,BLMQ,9,train,False,True
172,I have a problem with canceling purchase {{Order Number}},cancel_order,ORDER,BL,9,train,False,False
173,question about canceling purchase {{Order Number}},cancel_order,ORDER,BL,62,train,False,False
174,I have got to cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
175,"I can't afford order {{Order Number}}, could I cancel it?",cancel_order,ORDER,BCILNP,63,train,True,False
176,i dont know how to cancel purchase {{Order Number}},cancel_order,ORDER,BLQ,3,val,False,False
177,"I don't want this item, help me cancel purchase {{Order Number}}",cancel_order,ORDER,BCLN,64,train,True,False
178,i need assistance with canceling order {{Order Number}},cancel_order,ORDER,BQ,12,train,False,False
179,have a problem with cancelling purchase {{Order Number}},cancel_order,ORDER,BLQ,8,train,False,False
180,"I can't afford this product, cancel order {{Order Number}}",cancel_order,ORDER,BCLN,65,train,True,False
181,cancel purchase {{Order Number}},cancel_order,ORDER,BLZ,3,val,False,True
182,could you help me canceling purchase {{Order Number}}?,cancel_order,ORDER,BILP,43,train,False,True
183,i try to cancel order {{Order Number}},cancel_order,ORDER,BQ,5,train,False,False
184,can you help me cancelling order {{Order Number}}?,cancel_order,ORDER,BI,66,train,True,False
185,what do I ned to do to cancel order {{Order Number}}?,cancel_order,ORDER,BIZ,67,test,True,False
186,i need help to cancel purchase {{Order Number}},cancel_order,ORDER,BLQ,3,val,False,True
187,"I have bought some items, help canceling purchase {{Order Number}}",cancel_order,ORDER,BCELMVZ,54,val,False,False
188,I need assistance canceling order {{Order Number}},cancel_order,ORDER,B,12,train,False,False
189,I can't afford purchase {{Order Number}},cancel_order,ORDER,BLN,24,val,False,True
190,assistance with canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
191,canmcel order {{Order Number}},cancel_order,ORDER,BKZ,68,train,False,False
192,help with canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
193,I need help to cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
194,i can no longer afford order {{Order Number}},cancel_order,ORDER,BLNQ,6,train,False,False
195,I can no longer pay for order {{Order Number}},cancel_order,ORDER,BLN,40,train,False,True
196,i have problems with canceling order {{Order Number}},cancel_order,ORDER,BMQ,14,train,False,True
197,I have problems with cancelling order {{Order Number}},cancel_order,ORDER,BM,18,train,False,False
198,"I purchased some item, help canceling one of the orders",cancel_order,ORDER,BCLM,69,val,True,False
199,I need helpto cancel order {{Order Number}},cancel_order,ORDER,BZ,70,test,True,False
200,camceling order {{Order Number}},cancel_order,ORDER,BKZ,71,train,True,False
201,i purchased some fucking item cancel order {{Order Number}},cancel_order,ORDER,BCLQW,72,test,True,False
202,want assistance to cancel pyrchase {{Order Number}},cancel_order,ORDER,BLQZ,3,val,False,False
203,i need assistance to cancel order {{Order Number}},cancel_order,ORDER,BQ,5,train,True,False
204,i need help with canceling order {{Order Number}},cancel_order,ORDER,BQ,12,train,False,True
205,cancelling order {{Order Number}},cancel_order,ORDER,BK,17,test,False,False
206,"I have ordered some item, cancel purchase {{Order Number}}",cancel_order,ORDER,BCELV,25,train,False,False
207,i can no longer pay for purchase {{Order Number}},cancel_order,ORDER,BLNQ,73,test,True,False
208,I need assistance canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
209,"I do not want this item, cancel order {{Order Number}}",cancel_order,ORDER,BCELN,74,train,False,False
210,i need assistance cancelling purchase {{Order Number}},cancel_order,ORDER,BLQ,23,train,False,False
211,ened help with cancelling purchase {{Order Number}},cancel_order,ORDER,BLQZ,75,train,True,False
212,I need assistance cancelling order {{Order Number}},cancel_order,ORDER,B,17,test,False,False
213,can ya help me cancel purchase {{Order Number}},cancel_order,ORDER,BILQ,3,val,False,False
214,want assistance cancelling purchase {{Order Number}},cancel_order,ORDER,BLQ,23,train,False,False
215,need help with canceling order {{Order Number}},cancel_order,ORDER,BQ,12,train,False,True
216,I can no longer pay for purchase {{Order Number}},cancel_order,ORDER,BLN,73,test,False,False
217,want assistance canceling order {{Order Number}},cancel_order,ORDER,BQ,12,train,False,False
218,is it possible to cancel purchase {{Order Number}}?,cancel_order,ORDER,BIL,49,train,True,False
219,cance order {{Order Number}},cancel_order,ORDER,BZ,5,train,False,True
220,assistance canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
221,what do I need to do to cancel purchase {{Order Number}}?,cancel_order,ORDER,BIL,3,val,False,False
222,I want help cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,False
223,i have a problem with cancelling order {{Order Number}},cancel_order,ORDER,BQ,18,train,False,False
224,i cant pay for order {{Order Number}},cancel_order,ORDER,BNQ,76,test,True,False
225,can you help me cancelling order {{Order Number}}?,cancel_order,ORDER,BI,66,train,False,True
226,I need help to cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
227,I have a problem with cancelling purchase {{Order Number}},cancel_order,ORDER,BL,8,train,False,True
228,canceling purechase {{Order Number}},cancel_order,ORDER,BKLZ,77,test,True,False
229,I need help cancelling order {{Order Number}},cancel_order,ORDER,B,17,test,False,True
230,I dp not know how to cancel order {{Order Number}},cancel_order,ORDER,BEZ,78,test,True,False
231,what do I need to do to cancel order {{Order Number}}?,cancel_order,ORDER,BI,5,train,False,False
232,i dont know what to do to cancel order {{Order Number}},cancel_order,ORDER,BQ,5,train,False,True
233,cancel order {{Order Number}},cancel_order,ORDER,BK,5,train,False,False
234,is it possible to cancel purchase {{Order Number}},cancel_order,ORDER,BILQ,49,train,False,True
235,I am trying to cancel order {{Order Number}},cancel_order,ORDER,B,79,train,True,False
236,I need help with cancellng order {{Order Number}},cancel_order,ORDER,BZ,80,train,True,False
237,help canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
238,I want help cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,True
239,I want help cancellkng purchase {{Order Number}},cancel_order,ORDER,BLZ,39,train,False,True
240,"I can't afford order {{Order Number}}, help me cancelling it",cancel_order,ORDER,BCLN,26,train,False,True
241,I need assistance to cancel order {{Order Number}},cancel_order,ORDER,B,5,train,False,False
242,I have a problem with cancelling order {{Order Number}},cancel_order,ORDER,B,18,train,False,False
243,assistance canceling the last order,cancel_order,ORDER,B,81,train,True,False
244,assistance to cancel order {{Order Number}},cancel_order,ORDER,B,5,train,False,False
245,"I don't want this product, cancel purchase {{Order Number}}",cancel_order,ORDER,BCLN,82,test,True,False
246,assistance cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,True
247,I cannot afford order {{Order Number}},cancel_order,ORDER,BELN,61,train,False,True
248,problems with cancelling order {{Order Number}},cancel_order,ORDER,BM,18,train,False,True
249,need help canceling purchase {{Order Number}},cancel_order,ORDER,BLQ,3,val,False,False
250,i can no longer afford purchase {{Order Number}},cancel_order,ORDER,BLNQ,6,train,False,False
251,I need help with canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
252,how could I cancel purchase {{Order Number}}?,cancel_order,ORDER,BILP,3,val,False,False
253,i want help canceling purchase {{Order Number}},cancel_order,ORDER,BLQ,3,val,False,False
254,asistance cancelling purchase {{Order Number}},cancel_order,ORDER,BLZ,83,train,True,False
255,I need assistance to cancel order {{Order Number}},cancel_order,ORDER,B,5,train,False,True
256,i need help cancelling purchase {{Order Number}},cancel_order,ORDER,BLQ,23,train,False,False
257,I do not know what to do tro cancel order {{Order Number}},cancel_order,ORDER,BEZ,84,train,True,False
258,I need assistance canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
259,cancelling purchase {{Order Number}},cancel_order,ORDER,BKL,23,train,False,False
260,want help cancelling purchase {{Order Number}},cancel_order,ORDER,BLQ,23,train,False,False
261,help with canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
262,I don't know how I colud cancel order {{Order Number}},cancel_order,ORDER,BPZ,85,train,True,False
263,where can i cancel purchase {{Order Number}},cancel_order,ORDER,BILQ,3,val,False,False
264,help me cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
265,can you help me cancelong purchase {{Order Number}}?,cancel_order,ORDER,BILZ,3,val,False,False
266,i dont know what to do to cancel purchase {{Order Number}},cancel_order,ORDER,BLQ,3,val,False,False
267,i have problems with canceling order {{Order Number}},cancel_order,ORDER,BMQ,14,train,False,True
268,I want to cancel order {{Order Number}},cancel_order,ORDER,B,5,train,False,False
269,"I can't afford order {{Order Number}}, could you cancel it?",cancel_order,ORDER,BCILNP,63,train,False,False
270,i want assistance cancelling order {{Order Number}},cancel_order,ORDER,BQ,17,test,False,True
271,i want help to cancel order {{Order Number}},cancel_order,ORDER,BQ,5,train,False,False
272,what do I need to do to cancel purchase {{Order Number}}?,cancel_order,ORDER,BIL,3,val,False,True
273,i want help cancelling order {{Order Number}},cancel_order,ORDER,BQ,17,test,False,False
274,I do not know how to cancel purchase {{Order Number}},cancel_order,ORDER,BEL,3,val,False,False
275,"I cannot afford my last item, how can I cancel the order?",cancel_order,ORDER,BCEILN,86,train,True,False
276,"I don't want this item, cancel order {{Order Number}}",cancel_order,ORDER,BCLN,74,train,True,False
277,I no longer want order {{Order Number}},cancel_order,ORDER,BLN,87,train,True,False
278,can you help me to cancel order {{Order Number}}?,cancel_order,ORDER,BI,5,train,False,False
279,cancelling order {{Order Number}},cancel_order,ORDER,BK,17,test,False,True
280,"I do not want this item, I try to cancel order {{Order Number}}",cancel_order,ORDER,BCELN,74,train,False,False
281,what do I have to do to cancel order {{Order Number}}?,cancel_order,ORDER,BI,5,train,False,True
282,I can no longer afford order {{Order Number}},cancel_order,ORDER,BLN,6,train,False,True
283,I need help canceling order {{Order Number}},cancel_order,ORDER,B,12,train,False,False
284,I have problems with canceling purchase {{Order Number}},cancel_order,ORDER,BLM,9,train,False,True
285,i want help canceling order {{Order Number}},cancel_order,ORDER,BQ,12,train,False,False
286,help with canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
287,I don't know how to cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
288,"I do not want my last bloody item, cancel order {{Order Number}}",cancel_order,ORDER,BCELNW,88,train,True,False
289,can ya help me to cancel order {{Order Number}},cancel_order,ORDER,BIQ,5,train,False,False
290,i dont want order {{Order Number}},cancel_order,ORDER,BNQ,89,test,True,False
291,could you help me to cancel purchase {{Order Number}}?,cancel_order,ORDER,BILP,3,val,False,False
292,have problems wth cancelling order {{Order Number}},cancel_order,ORDER,BMQZ,90,test,True,False
293,I need help with cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,False
294,i dont want this artilce cancel order {{Order Number}},cancel_order,ORDER,BCLNQZ,91,train,True,False
295,I cannot afford order {{Order Number}},cancel_order,ORDER,BELN,61,train,False,True
296,need help with canceling purchase {{Order Number}},cancel_order,ORDER,BLQ,3,val,False,True
297,I try to cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
298,"I bought some article, help canceling order {{Order Number}}",cancel_order,ORDER,BCL,92,test,True,False
299,can you help me cancelling oredr {{Order Number}}?,cancel_order,ORDER,BIZ,93,train,True,False
300,help with cancelling order {{Order Number}},cancel_order,ORDER,BZ,17,test,False,False
301,assistance to cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
302,help to cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,False
303,can you help me cancelling order {{Order Number}}?,cancel_order,ORDER,BI,66,train,False,True
304,i dont want purchase {{Order Number}},cancel_order,ORDER,BLNQ,94,train,True,False
305,canmcel order {{Order Number}},cancel_order,ORDER,BKZ,68,train,False,True
306,help cancelling my bloody purchase,cancel_order,ORDER,BLW,95,train,True,False
307,assistance cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,True
308,can you help me to cancel order {{Order Number}} ?,cancel_order,ORDER,BIZ,5,train,False,False
309,I need assistance with canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
310,is it possible to cancel purchase {{Order Number}},cancel_order,ORDER,BILQ,49,train,False,True
311,canceling order,cancel_order,ORDER,BK,96,train,True,False
312,problems with cancelling order {{Order Number}},cancel_order,ORDER,BM,18,train,False,True
313,what do I have to do to cancel purchase {{Order Number}}?,cancel_order,ORDER,BIL,3,val,False,True
314,I need assistance canceling purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
315,I want help cancelling purchase {{Order Number}},cancel_order,ORDER,BL,23,train,False,True
316,i want help canceling order {{Order Number}},cancel_order,ORDER,BQ,12,train,False,True
317,I want assistance to cancle purchase {{Order Number}},cancel_order,ORDER,BLZ,28,train,False,False
318,i do not know how to cancel purchasw {{Order Number}},cancel_order,ORDER,BELQZ,97,train,True,False
319,question about cancelling purchase {{Order Number}},cancel_order,ORDER,BL,98,val,True,False
320,help me cancel purchase {{Order Number}},cancel_order,ORDER,BL,3,val,False,True
