row_id,instruction,intent,category,flags,dup_group
18830,help to notify of a payment issue,payment_issue,PAYMENT,BL,8959
11084,i do not nkow how to delete the premium account,delete_account,ACCOUNT,BELQZ,5588
4325,see the invoice #00108,check_invoice,INVOICE,BL,2181
16775,assistance to request a reimbursement of my money,get_refund,REFUND,BL,8003
17228,tell me about cancelping the company newsletter subscription,newsletter_subscription,SUBSCRIPTION,BZ,8716
17434,give me information about signing up to your newsletter,newsletter_subscription,SUBSCRIPTION,BL,8831
16596,how to request an reimbursement of money,get_refund,REFUND,BILQZ,8013
26152,show me the current status of the reimbursement,track_refund,REFUND,BL,13785
25043,I have to check purchase {{Order Number}} current status,track_order,ORDER,BL,13520
10802,i want assistance to create a premium account,create_account,ACCOUNT,BQ,5154
12280,I need help to check what shipment methods are available,delivery_options,DELIVERY,BLM,6052
21613,I don't know what to do to notify of registration issues,registration_problems,ACCOUNT,BLM,11228
469,i bought something i wanna cancel order {{Order Number}},cancel_order,ORDER,BCQ,125
18331,where could I notify of a payment issue?,payment_issue,PAYMENT,BILP,9270
16349,"I paid {{Currency Symbol}}{{Refund Amount}} for a product, where can I get a fucking rebate?",get_refund,REFUND,BCILMW,7993
9176,I want help to speak to somebody,contact_human_agent,CONTACT,BL,4339
3773,I do not know how to see the early exit penalty,check_cancellation_fee,CANCEL,BEL,1584
24682,"I need to use the bloody {{Account Type}} profile, can you help me?",switch_account,ACCOUNT,BCILW,13303
1380,how do i delet some items from order {{Order Number}},change_order,ORDER,BILMQZ,259
16516,"I paid {{Currency Symbol}}{{Refund Amount}} for this product, how doI get a rebate?",get_refund,REFUND,BCILMZ,7993
25331,can ya show me the eta of order {{Order Number}},track_order,ORDER,BIQ,13537
2086,"the shipping address changed, is it possible to update it?",change_shipping_address,SHIPPING,BCIL,807
15258,I do not know what I have to do to download bill #12588,get_invoice,INVOICE,BEL,7631
17513,help to cancel my subscription to ur corporate newsletter,newsletter_subscription,SUBSCRIPTION,BLQ,8629
15046,"I have got to download invoice #12588, how can I do it?",get_invoice,INVOICE,BCIL,7702
21590,want assistance reportingan issue with a sign-up,registration_problems,ACCOUNT,BLQZ,11674
11940,is it possible to place an order from {{Delivery Country}}?,delivery_options,DELIVERY,BIS,6011
5033,need to see what payment methods are available can uhelp me,check_payment_methods,PAYMENT,BCILQ,2523
2576,there is an issue trying to update the shipping address,change_shipping_address,SHIPPING,BL,901
23647,could I set a shipping address up?,set_up_shipping_address,SHIPPING,BILP,13018
19606,wanna buy several articles,place_order,ORDER,BLMQ,9661
83,cancelling order,cancel_order,ORDER,BK,37
26339,i need help to see my compensation status,track_refund,REFUND,BLQ,13855
16619,where to get a restitution of my money?,get_refund,REFUND,BIL,8404
14279,edit details on standard account,edit_account,ACCOUNT,BKLM,7244
15286,i do not know how to get myinvoice #00108,get_invoice,INVOICE,BEQZ,7783
2319,I have problems changing my address,change_shipping_address,SHIPPING,BLMZ,992
19259,I try to purchase some articles,place_order,ORDER,BLM,9702
7242,"my experience with your work was bad, make a complaint",complaint,FEEDBACK,BCL,3550
10972,I need information about my freemium acclunt removal,delete_account,ACCOUNT,BLZ,5508
1706,"I missed an item in purchase {{Order Number}}, can you add it?",change_order,ORDER,BCIL,373
16582,I donot know what to do to demand a refund,get_refund,REFUND,BELZ,8443
9549,need assistance contacting an operator,contact_human_agent,CONTACT,BLQ,4732
3661,I do not know how to check the cancellation charge,check_cancellation_fee,CANCEL,BEL,1571
8379,could I talk to customer support?,contact_customer_service,CONTACT,BILP,4121
6342,i do not know how i can check ur money back guarantee,check_refund_policy,REFUND,BELQ,2975
26027,I am waiting for a damn rebate of {{Refund Amount}} dollars,track_refund,REFUND,BLW,13793
4320,could I see the billfrom {{Person Name}}?,check_invoice,INVOICE,BILPZ,2179
3543,i need assistance checking the early termintaion fees,check_cancellation_fee,CANCEL,BLMQZ,1746
4426,need help to take a quick look at my invoice from {{Person Name}},check_invoice,INVOICE,BLQ,2110
12434,want help seeing what options for delivery i can choose,delivery_options,DELIVERY,BLMQ,6078
21411,issues creating user,registration_problems,ACCOUNT,BKM,11575
7064,help me to file a complaint against your organization,complaint,FEEDBACK,BL,3340
22860,how do i submit some goddamn feedback for a product,review,FEEDBACK,BILQW,12578
3412,can you help me see the withdrawal penalties?,check_cancellation_fee,CANCEL,BILM,1685
13649,where to check how soon can I expect the shipment?,delivery_period,DELIVERY,BIL,6727
6006,I need to see in which cases can I request the damn refunds,check_refund_policy,REFUND,BLW,2997
11085,i dont know what i have to do to delete a gold account,delete_account,ACCOUNT,BLQ,5501
20036,I am looking for information about my password reset,recover_password,ACCOUNT,BEL,10536
1605,"I have to edit order {{Order Number}}, how do I do it?",change_order,ORDER,BCIL,419
21318,I have to inform of a signup issue,registration_problems,ACCOUNT,BL,11515
13397,"I want information about shipping periods, how can I get it?",delivery_period,DELIVERY,BCIL,6729
15732,I do not know how I can get my bill from {{Person Name}},get_invoice,INVOICE,BEL,7614
17586,how do I receive the newsletter?,newsletter_subscription,SUBSCRIPTION,BIL,8617
6593,I do not know how I can see your money back guarantee,check_refund_policy,REFUND,BELZ,2975
5773,help me see the allowed payment options,check_payment_methods,PAYMENT,BL,2542
22189,ya have an address to send some feedback about ur services,review,FEEDBACK,BILQ,12108
10461,how to open a standard account for my dad?,create_account,ACCOUNT,BIL,5263
25788,assistance to check the current status of order {{Order Number}},track_order,ORDER,BL,13523
2566,supports editing the delivery address,change_shipping_address,SHIPPING,BLM,1163
15468,I'd like to donload the invoice #00108,get_invoice,INVOICE,BLPQZ,7846
2728,"the shipping address has changed, how can I correct it?",change_shipping_address,SHIPPING,BCIL,755
18064,I need help reporting a trouble with online payment,payment_issue,PAYMENT,BL,8999
7079,can ya help me lodge a claim against ur organization,complaint,FEEDBACK,BILQ,3338
18558,hw to report troubles with payment?,payment_issue,PAYMENT,BILMZ,9399
23,need help with canceling purchase {{Order Number}},cancel_order,ORDER,BLQ,3
9761,I do not know what I have to do to speak to a live agent,contact_human_agent,CONTACT,BEL,4455
6899,want assistance seeing ur money back guarantee,check_refund_policy,REFUND,BLQ,2975
13944,need to update the info included on my profile how to do it,edit_account,ACCOUNT,BCILQ,6983
19672,wanna acquire an item how to do it,place_order,ORDER,BCILQ,10251
6001,help seeing under what circumstances can I request refunds,check_refund_policy,REFUND,BL,3014
20381,I am trying to retrieve the PIN of my user profile,recover_password,ACCOUNT,BL,10834
7230,I want assistance to make a customer reclamation,complaint,FEEDBACK,BL,3358
4276,I do not knowwhat to do to give a quick look at bill #12588,check_invoice,INVOICE,BELZ,2152
15139,I don't know what I have to do to download my invoice #12588,get_invoice,INVOICE,BL,7621
24803,i dont khow what i need to do to change to the gold account,switch_account,ACCOUNT,BLQZ,13496
20436,retrieve the key of my user account,recover_password,ACCOUNT,BL,10454
23897,change to {{Account Type}} acount,switch_account,ACCOUNT,BKLZ,13138
11719,how can I get infomation about my pro account cancellation?,delete_account,ACCOUNT,BILZ,5899
7963,i need help seeing what hours customer support available is,contact_customer_service,CONTACT,BLQ,3890
2454,where can I update the shipping address?,change_shipping_address,SHIPPING,BIL,899
22768,do you have a way to leave a comment about your company?,review,FEEDBACK,BIL,12514
11451,I don't know what to do to remove the platinum account,delete_account,ACCOUNT,BL,5784
17899,where can I report problems with payments?,payment_issue,PAYMENT,BILM,8952
3121,could I check the withdrawal penalty?,check_cancellation_fee,CANCEL,BILP,1412
16095,I do not know how to reauest reimbursements,get_refund,REFUND,BELMZ,8153
9264,I need assistance to speak to a live agent,contact_human_agent,CONTACT,BL,4334
25942,"I need to track my compensation, help me",track_refund,REFUND,BCL,13832
7355,how to lodge a consumer complaint against your business?,complaint,FEEDBACK,BIL,3532
5838,can I see your allowed payment methods?,check_payment_methods,PAYMENT,BIL,2506
25480,how do i see the eta of order {{Order Number}},track_order,ORDER,BILQ,13519
22255,"I would like to send my feedback for a product, help me",review,FEEDBACK,BCLP,12159
6071,want assistance to see how long refunds usually take,check_refund_policy,REFUND,BLQ,3044
26252,help to see the status of my rebate,track_refund,REFUND,BL,13826
323,I'm trying to cancel purchase {{Order Number}},cancel_order,ORDER,BLQ,7
25822,can uhelp melocate order {{Order Number}},track_order,ORDER,BILQZ,13591
23582,need to set my new shipping addrses up,set_up_shipping_address,SHIPPING,BLQZ,12981
14668,change info on {{Account Type}} account,edit_account,ACCOUNT,BKLQ,7482
1400,I want assistance to change purchase {{Order Number}},change_order,ORDER,BL,312
25831,help me checking the current status of purchase {{Order Number}},track_order,ORDER,BL,13520
11173,where can i find information about a {{Account Type}} account deletion,delete_account,ACCOUNT,BILQ,5549
25087,can ushow me the status of purchase {{Order Number}},track_order,ORDER,BILQ,13588
15877,how to get my bill from {{Person Name}} ?,get_invoice,INVOICE,BILZ,7614
16168,"I paid {{Currency Symbol}}{{Refund Amount}} for this order, help me to get a rebate",get_refund,REFUND,BCLM,8091
19104,how do I buy some articles?,place_order,ORDER,BILM,9786
12937,where can I see when will my article arrive?,delivery_period,DELIVERY,BIL,6451
16622,"I paid {{Currency Symbol}}{{Refund Amount}} for an item, help me getting a goddamn rebate",get_refund,REFUND,BCLMW,8465
1972,i missed a fucking product in purchase {{Order Number}},change_order,ORDER,BLQW,713
26284,how to see if there is anything wrong with the restitution?,track_refund,REFUND,BIL,13971
22000,I don't know how I can submit some feedback,review,FEEDBACK,B,11955
6613,I want help seeing in what cases can I ask to be refunded,check_refund_policy,REFUND,BL,3074
4610,wanna look for my bill #85632 could i get some help,check_invoice,INVOICE,BCILPQ,2322
18967,how do I acquire several articles?,place_order,ORDER,BILM,9656
26576,how can i see if there are any news on my rebate,track_refund,REFUND,BILMQ,13850
11791,I have a problem wiyh my standard account termination,delete_account,ACCOUNT,BLZ,5935
12623,want assistance seeing what methods for delivery I have,delivery_options,DELIVERY,BLMQ,6321
20320,want assistance to retrieve the pin code of my user profile,recover_password,ACCOUNT,BLQ,10430
24127,how to use the {{Account Category}} account?,switch_account,ACCOUNT,BI,13131
23169,help to set up an delivery address,set_up_shipping_address,SHIPPING,BLZ,12594
11261,I don't know how I can close my platinum account,delete_account,ACCOUNT,BL,5681
11114,i want help removing my standard account,delete_account,ACCOUNT,BLQ,5609
1709,i try to remove some items from order {{Order Number}},change_order,ORDER,BMQ,600
9930,opneing new {{Account Type}} account for daughter,create_account,ACCOUNT,BKLZ,4942
10626,open a {{Account Category}} account,create_account,ACCOUNT,BL,4970
25091,"I want to see the ETA of my order, could you help me?",track_order,ORDER,BCILP,13590
15221,I don't know what I have to do to download bill #12588,get_invoice,INVOICE,BL,7631
2789,give me information about modifying the address,change_shipping_address,SHIPPING,BL,1297
9944,I need help creating a premium account for my daughter,create_account,ACCOUNT,BL,4954
7473,could you help me lodge a customer reclamation?,complaint,FEEDBACK,BILP,3609
16123,how to obtain a rebate of money?,get_refund,REFUND,BIL,8175
7946,talk to customer assistance,contact_customer_service,CONTACT,BL,3892
19755,I need assistance to earn na item,place_order,ORDER,BLZ,9655
8284,help me see at what time customer support available is,contact_customer_service,CONTACT,BL,3908
25556,how to check the status of order {{Order Number}}?,track_order,ORDER,BIZ,13523
26069,help to see if there is anything new on the damn refund,track_refund,REFUND,BLW,13893
17395,where do i subscribe to ur corporate newsletter,newsletter_subscription,SUBSCRIPTION,BILQ,8630
14715,can ya help me to modify the info on my account,edit_account,ACCOUNT,BILQ,7511
23499,need assistance to enter the shipping address,set_up_shipping_address,SHIPPING,BLQ,12764
23426,I would like to submit a secondary delivery address,set_up_shipping_address,SHIPPING,BLP,12913
6022,in what situations can i ask for a refund,check_refund_policy,REFUND,BILQ,2990
19630,I have got to make an order,place_order,ORDER,B,10215
17363,would it be possible to sign up to the company newsletter?,newsletter_subscription,SUBSCRIPTION,BILP,8807
4272,i dont know what i need to do to find ibll #12588,check_invoice,INVOICE,BLQZ,2149
12587,can you show me what shipping options I have?,delivery_options,DELIVERY,BILM,6312
23824,"I would like to enter another shipping address, help me",set_up_shipping_address,SHIPPING,BCLP,13094
5651,where do i see ur accepted payment options,check_payment_methods,PAYMENT,BILQ,2497
13598,I am calling to check when my purchase is going to arrive,delivery_period,DELIVERY,BL,6818
1090,add item to order,change_order,ORDER,BK,280
8469,"I would like to call customer service, how to do it?",contact_customer_service,CONTACT,BCILP,4154
11615,where can I get information about {{Account Type}} account deletions?,delete_account,ACCOUNT,BILM,5549
23011,"I need to set a damn shipping address up, will you help me?",set_up_shipping_address,SHIPPING,BCILPW,12699
2998,I need help to see the early exit penalties,check_cancellation_fee,CANCEL,BLM,1427
18223,i dont know how to inform of paymentissues,payment_issue,PAYMENT,BLMQZ,9208
12957,i want assistance to check how soon can i expect my item,delivery_period,DELIVERY,BLQ,6470
10958,would you give me information about my {{Account Type}} account removal?,delete_account,ACCOUNT,BILP,5500
3442,i cant find the bloody early exit fee could yahelp me,check_cancellation_fee,CANCEL,BCILPQWZ,1705
20943,"I am experiencing issues trying to sign up, what can I do ?",registration_problems,ACCOUNT,BCEILMZ,11247
7477,can uhelp me file a claim,complaint,FEEDBACK,BILQ,3673
4701,i do not know how i can check my bill #37777,check_invoice,INVOICE,BELQ,2359
3330,termination fees,check_cancellation_fee,CANCEL,BLM,1485
2720,i need support trying to modify the address,change_shipping_address,SHIPPING,BLQ,1107
21721,I want to report problems with a damn sign-up,registration_problems,ACCOUNT,BLMW,11751
19188,assistance to shop some of ur article,place_order,ORDER,BLMQ,9861
25309,i need help checking the status or purchase {{Order Number}},track_order,ORDER,BLQZ,13522
17764,tell me more about subscribing to ur newsletter,newsletter_subscription,SUBSCRIPTION,BLQ,8915
21750,I cannot inform of signup errors,registration_problems,ACCOUNT,BELMN,11769
4641,checking invoices from 9 months ago,check_invoice,INVOICE,BKM,2337
22791,ya have a section to send a comment for ur services,review,FEEDBACK,BILQ,12531
21576,I don't know how I can inform of problems with sign-up,registration_problems,ACCOUNT,BLM,11667
12524,how to see what shipment options are available?,delivery_options,DELIVERY,BILM,6067
7889,can uhelp me to make a complaint againsy ur business,complaint,FEEDBACK,BILQZ,3389
12034,what do I need to do to see what shipment methods I have?,delivery_options,DELIVERY,BILM,6091
22477,"I need to leave a review about a product, how to do it?",review,FEEDBACK,BCIL,12321
21674,help to report a problem with a registration,registration_problems,ACCOUNT,BL,11220
26240,I am waiting for a reimbursement of {{Currency Symbol}}{{Refund Amount}},track_refund,REFUND,BL,13784
7715,lodging customer claim against ur company,complaint,FEEDBACK,BLQ,3782
9690,I don't know how I can speak with a person,contact_human_agent,CONTACT,BL,4817
16345,i want assistance to obtain reimbursements of money,get_refund,REFUND,BLMQ,8308
3272,can you help me seeing the cancellation charges?,check_cancellation_fee,CANCEL,BILM,1526
11138,I need information about the removal of a premium account,delete_account,ACCOUNT,BL,5622
19143,I want assistance to purchase a few of your item,place_order,ORDER,BLM,9821
17597,assistance to sign up to the company newsletter,newsletter_subscription,SUBSCRIPTION,BL,8656
22912,support submitting a new delivery address,set_up_shipping_address,SHIPPING,BL,12617
17953,help notifying of an error with payment,payment_issue,PAYMENT,BL,9002
14580,update freemium account,edit_account,ACCOUNT,BKL,7428
21463,I want to inform of a sign-up error,registration_problems,ACCOUNT,BL,11590
3871,where to check the termination fee,check_cancellation_fee,CANCEL,BILQ,1885
10361,open platinum account,create_account,ACCOUNT,BKL,5141
23173,submitting differemt shipping address,set_up_shipping_address,SHIPPING,BKLZ,12797
13829,help me to see how long it takes for the article to arrive,delivery_period,DELIVERY,BL,6491
22989,y is not my delivery address valid,set_up_shipping_address,SHIPPING,BELQ,12679
7725,want assistance to lodge a complaint against your business,complaint,FEEDBACK,BLQ,3389
2551,I have issues trying to edit my delivery address,change_shipping_address,SHIPPING,BLM,1155
18550,need help notifying of an error with payment,payment_issue,PAYMENT,BLQ,9002
24809,I want assistance to chjange to the gold account,switch_account,ACCOUNT,BLZ,13500
2585,need to change my shipping address,change_shipping_address,SHIPPING,BQ,878
23741,need to set the damn delivery address up how can i do it,set_up_shipping_address,SHIPPING,BCILQWZ,13056
23974,wanna use the standard profile help me,switch_account,ACCOUNT,BCLQ,13188
21021,I do not know what to do to notify of a signup error,registration_problems,ACCOUNT,BEL,11308
9625,i want assistance to speak to an agentt,contact_human_agent,CONTACT,BLQZ,4777
19451,how can I acquire a product?,place_order,ORDER,BIL,10086
11895,problems with my standard account removal,delete_account,ACCOUNT,BLM,5691
11183,I need information about the termination of my {{Account Type}} account,delete_account,ACCOUNT,BL,5492
5949,see in what situations can I request my money back,check_refund_policy,REFUND,BL,2982
2527,help deiting the address,change_shipping_address,SHIPPING,BLZ,1137
21515,I do not know how to inofrm of registration problems,registration_problems,ACCOUNT,BELMZ,11631
7682,I want help making a ucstomer claim against your company,complaint,FEEDBACK,BLZ,3765
8868,call customer support,contact_customer_service,CONTACT,BL,4097
17326,I have got to sign up to the corporate newsletter,newsletter_subscription,SUBSCRIPTION,BL,8621
2078,I cannot modify the delivery address,change_shipping_address,SHIPPING,BEL,800
3031,how to see the early exit charge?,check_cancellation_fee,CANCEL,BIL,1453
14374,correcting data on premium account,edit_account,ACCOUNT,BL,7305
2622,I have an issue editing the shipping address,change_shipping_address,SHIPPING,BL,1195
23217,where could I submit the shipping address?,set_up_shipping_address,SHIPPING,BILP,12816
11130,I don't know what to do to remove the standard account,delete_account,ACCOUNT,BL,5459
20083,prolblems with my pwd retrieval,recover_password,ACCOUNT,BLMQZ,10578
26509,where do I know if there is anything wrong with my rebate?,track_refund,REFUND,BIL,13974
7377,can ya help me to lodge a consumer claim,complaint,FEEDBACK,BILQ,3331
1253,help with adding several damn articles to order {{Order Number}},change_order,ORDER,BLMW,389
18063,I ened help reporting problems with payment,payment_issue,PAYMENT,BLMZ,9097
20166,can uhelp me to retrieve the pass of my account,recover_password,ACCOUNT,BILQ,10653
18038,wqnna notify of an error with payments,payment_issue,PAYMENT,BLMQZ,9076
8832,help me to see at what time I can reach customer assistance,contact_customer_service,CONTACT,BL,3912
18656,assistance to solve a fucking payment error,payment_issue,PAYMENT,BLW,9458
6639,could you show me in which cases can I ask for a refund?,check_refund_policy,REFUND,BILP,3247
19495,help me earning a few of your product,place_order,ORDER,BLM,10032
13752,wanna see how soon can i expect my parcel how can i do it,delivery_period,DELIVERY,BCILQ,6874
2816,i want supports trying to update the shipping address,change_shipping_address,SHIPPING,BLMQ,793
20386,I hav a question about a password recovery,recover_password,ACCOUNT,BZ,10839
11863,assistance closing a standard account,delete_account,ACCOUNT,BL,5702
2686,need help to modify the shipping address,change_shipping_address,SHIPPING,BLQ,776
8852,can uhelp me to talk to customer assistance,contact_customer_service,CONTACT,BILQ,4302
11565,deleting user,delete_account,ACCOUNT,BK,5832
6596,assistance seeing in which cases can I ask for a refund,check_refund_policy,REFUND,BL,3238
24762,i have to use the premium account how todo it,switch_account,ACCOUNT,BCIQZ,13486
2662,how do I update the shipping address?,change_shipping_address,SHIPPING,BIL,899
17149,i cant subscribe to the damn company newsletter,newsletter_subscription,SUBSCRIPTION,BLQW,8729
1647,I need to switch some items of purchase {{Order Number}},change_order,ORDER,BLM,296
3704,can ushow me hte cancellation fees,check_cancellation_fee,CANCEL,BIMQZ,1808
2386,"I have entered a wrong goddamn address, how could I edit it?",change_shipping_address,SHIPPING,BCILPW,1039
22706,where do I submit feedback for your products?,review,FEEDBACK,BIL,12477
21572,i have got to notify of problems with an signup,registration_problems,ACCOUNT,BLMQZ,11448
6454,can ya show me in which cases can i request a refund,check_refund_policy,REFUND,BILQ,3112
15568,getting invoice from three purchases ago,get_invoice,INVOICE,BKM,7880
19369,assistanceto buy several items,place_order,ORDER,BMZ,10020
19120,help em buy several of ur article,place_order,ORDER,BLMQZ,9752
15110,I need help downloading my invoice #12588,get_invoice,INVOICE,BL,7725
17889,i do not know what to do to receive the corporate newsletter,newsletter_subscription,SUBSCRIPTION,BELQ,8652
11838,I want assistance to remove the standard account,delete_account,ACCOUNT,BL,5570
17851,"I have got to sign up to the corporate newsletter, help me",newsletter_subscription,SUBSCRIPTION,BCL,8621
159,need help with cancelliing order {{Order Number}},cancel_order,ORDER,BQZ,55
18805,help reporting troubles with online payments,payment_issue,PAYMENT,BLM,8999
14176,need to modify the user info help me,edit_account,ACCOUNT,BCLQ,7177
15130,get bill fromMr. Smith,get_invoice,INVOICE,BKLZ,7732
23619,i want assistance setting the secondary delivery address up,set_up_shipping_address,SHIPPING,BLQZ,12610
14548,wanna modify my user account how do i do it,edit_account,ACCOUNT,BCILQ,7413
9255,i dont know wht i have to do to contact a person,contact_human_agent,CONTACT,BLQZ,4582
7600,need help to make a complaint against your organization,complaint,FEEDBACK,BLQ,3340
4833,how to see bill #85632?,check_invoice,INVOICE,BIL,2241
20760,how do I retrieve the password of my user?,recover_password,ACCOUNT,BIL,11121
20483,could I retrieve my user account password?,recover_password,ACCOUNT,BILP,10911
2971,i need help to see the early termination penalty,check_cancellation_fee,CANCEL,BLQ,1400
20618,I don't know how I can retrieve my account PIN,recover_password,ACCOUNT,BL,11015
6428,i have to see in which cases can i askfor my money back,check_refund_policy,REFUND,BLQZ,3040
14469,modify details on {{Account Type}} account,edit_account,ACCOUNT,BKLM,7019
20284,helpme resetting the pass of my profile,recover_password,ACCOUNT,BLQZ,10754
13165,I have to see how long it takes for the product to arrive,delivery_period,DELIVERY,BL,6501
1563,how can I erdit purchase {{Order Number}}?,change_order,ORDER,BILZ,537
11467,problem with {{Account Type}} account deletions,delete_account,ACCOUNT,BLM,5471
19529,I do not know how to order some products,place_order,ORDER,BELM,10145
23149,help me entering my secondary delivery address,set_up_shipping_address,SHIPPING,BL,12666
20704,where to retreive my key,recover_password,ACCOUNT,BILQZ,11077
20038,I have to recover the key of my user account,recover_password,ACCOUNT,BL,10407
15725,"I want to download the bill #12588, can I get some help?",get_invoice,INVOICE,BCIL,7924
22010,help to leave an opinion for your products,review,FEEDBACK,BL,11888
6322,see in which cases can i ask for a reimbursement,check_refund_policy,REFUND,BLQ,3022
9498,how do I talk to somebody?,contact_human_agent,CONTACT,BIL,4375
16202,i dont know how to ask for a refund of my money,get_refund,REFUND,BLQ,8230
7270,"I want to file a damn reclamation, how can I do it?",complaint,FEEDBACK,BCILW,3566
17935,I don't know what to do to notify of a payment error,payment_issue,PAYMENT,BL,8988
8486,i want help to talk with customer assistance,contact_customer_service,CONTACT,BLQ,3892
8022,I do not know how I can speam with customer support,contact_customer_service,CONTACT,BELZ,3946
7785,where do I lodge a consumer claim?,complaint,FEEDBACK,BIL,3809
16695,how long until I receive areimbursement of money?,get_refund,REFUND,BILZ,8504
5712,where do i see the accepted payment modalities,check_payment_methods,PAYMENT,BILQ,2479
15031,nede to get the bill from {{Person Name}} how to do it,get_invoice,INVOICE,BCILQZ,7693
16248,i need assistance requesting reimbursements of my money,get_refund,REFUND,BLMQ,8243
12237,"I need to check the options for shipping, how do I do it?",delivery_options,DELIVERY,BCIL,6136
